university_id,university,rank,matched_institution,match_method,status,source_url,ranking_year,official_region,official_slug
192,National Chengchi University (NCCU),,,verified_absent_from_official_top_1000,not_top_1000,https://www.shanghairanking.com/rankings/arwu/2026,2026,,
193,National Taiwan University (NTU),201-300,National Taiwan University,verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,China-Taiwan,national-taiwan-university
194,Soochow University,,,verified_absent_from_official_top_1000,not_top_1000,https://www.shanghairanking.com/rankings/arwu/2026,2026,,
195,Chulalongkorn University,601-700,Chulalongkorn University,verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,Thailand,chulalongkorn-university
196,Chulalongkorn University,601-700,Chulalongkorn University,verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,Thailand,chulalongkorn-university
197,Thammasat University,,,verified_absent_from_official_top_1000,not_top_1000,https://www.shanghairanking.com/rankings/arwu/2026,2026,,
198,Istanbul Bilgi University,,,verified_absent_from_official_top_1000,not_top_1000,https://www.shanghairanking.com/rankings/arwu/2026,2026,,
199,Koc University,701-800,Koc University,verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,Türkiye,koc-university
200,Sabanci University,,,verified_absent_from_official_top_1000,not_top_1000,https://www.shanghairanking.com/rankings/arwu/2026,2026,,
201,Aston University,,,verified_absent_from_official_top_1000,not_top_1000,https://www.shanghairanking.com/rankings/arwu/2026,2026,,
202,Cardiff University,201-300,Cardiff University,verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United Kingdom,cardiff-university
203,"City St. George's, University of London",601-700,"City St George's, University of London",verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United Kingdom,st-georges-university-of-london
204,"European Business School (EBS) London, Regent's University London",,,verified_absent_from_official_top_1000,not_top_1000,https://www.shanghairanking.com/rankings/arwu/2026,2026,,
205,King's College London,67,King's College London,verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United Kingdom,kings-college-london
206,London Metropolitan University,,,verified_absent_from_official_top_1000,not_top_1000,https://www.shanghairanking.com/rankings/arwu/2026,2026,,
207,Oxford Brookes University,,,verified_absent_from_official_top_1000,not_top_1000,https://www.shanghairanking.com/rankings/arwu/2026,2026,,
208,Regent's University London,,,verified_absent_from_official_top_1000,not_top_1000,https://www.shanghairanking.com/rankings/arwu/2026,2026,,
209,The University of Manchester,51,The University of Manchester,verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United Kingdom,the-university-of-manchester
210,University of Aberdeen,301-400,University of Aberdeen,verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United Kingdom,university-of-aberdeen
211,University of Bath,501-600,University of Bath,verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United Kingdom,university-of-bath
212,University of Bristol,91,University of Bristol,verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United Kingdom,university-of-bristol
213,University of Edinburgh,38,The University of Edinburgh,verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United Kingdom,the-university-of-edinburgh
214,University of Essex,501-600,University of Essex,verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United Kingdom,university-of-essex
215,University of Exeter,151-200,University of Exeter,verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United Kingdom,university-of-exeter
216,University of Glasgow,151-200,University of Glasgow,verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United Kingdom,the-university-of-glasgow
217,University of Leeds,151-200,University of Leeds,verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United Kingdom,university-of-leeds
218,University of Leicester,301-400,University of Leicester,verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United Kingdom,university-of-leicester
219,University of Liverpool,151-200,University of Liverpool,verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United Kingdom,university-of-liverpool
220,University of Sheffield,151-200,The University of Sheffield,verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United Kingdom,the-university-of-sheffield
221,University of Sheffield,151-200,The University of Sheffield,verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United Kingdom,the-university-of-sheffield
222,University of Strathclyde Glasgow,701-800,University of Strathclyde,verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United Kingdom,university-of-strathclyde
223,University of Warwick,101-150,The University of Warwick,verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United Kingdom,university-of-warwick
224,University of Westminster,,,verified_absent_from_official_top_1000,not_top_1000,https://www.shanghairanking.com/rankings/arwu/2026,2026,,
225,University of Westminster,,,verified_absent_from_official_top_1000,not_top_1000,https://www.shanghairanking.com/rankings/arwu/2026,2026,,
226,Arizona State University,101-150,Arizona State University,verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United States,arizona-state-university
227,Babson College,,,verified_absent_from_official_top_1000,not_top_1000,https://www.shanghairanking.com/rankings/arwu/2026,2026,,
228,Bentley University,,,verified_absent_from_official_top_1000,not_top_1000,https://www.shanghairanking.com/rankings/arwu/2026,2026,,
229,Boston College,501-600,Boston College,verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United States,boston-college
230,Boston University,101-150,Boston University,verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United States,boston-university
231,City University of New York,,,verified_absent_from_official_top_1000,not_top_1000,https://www.shanghairanking.com/rankings/arwu/2026,2026,,
232,Cornell University,12,Cornell University,verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United States,cornell-university
233,Cornell University,12,Cornell University,verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United States,cornell-university
234,Emory University,101-150,Emory University,verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United States,emory-university
235,George Washington University,301-400,George Washington University,official_name_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United States,the-george-washington-university
236,Indiana University,151-200,"Indiana University, Bloomington",verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United States,indiana-university-bloomington
237,New York University,26,New York University,verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United States,new-york-university
238,North Carolina State University,201-300,North Carolina State University at Raleigh,verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United States,north-carolina-state-university-raleigh
239,Ohio State University,93,"Ohio State University, Columbus",verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United States,the-ohio-state-university-columbus
240,Purdue University,100,"Purdue University, West Lafayette",verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United States,purdue-university-west-lafayette
241,"State University of New York, Stony Brook",151-200,Stony Brook University,verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United States,stony-brook-university
242,Texas A&M University,151-200,Texas A&M University,verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United States,texas-a-m-university
243,Tulane University,501-600,Tulane University,verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United States,tulane-university
244,University of Hawaii at Manoa,401-500,University of Hawaii at Manoa,verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United States,university-of-hawaii-at-manoa
245,University of Maryland,57,"University of Maryland, College Park",verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United States,university-of-maryland-college-park
246,University of Michigan,35,"University of Michigan, Ann Arbor",verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United States,university-of-michigan-ann-arbor
247,"University of Minnesota, Twin Cities",52,"University of Minnesota, Twin Cities",verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United States,university-of-minnesota-twin-cities
248,University of North Carolina at Chapel Hill,40,University of North Carolina at Chapel Hill,verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United States,university-of-north-carolina-at-chapel-hill
249,University of Pennsylvania,14,University of Pennsylvania,verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United States,university-of-pennsylvania
250,University of Richmond,,,verified_absent_from_official_top_1000,not_top_1000,https://www.shanghairanking.com/rankings/arwu/2026,2026,,
251,University of South Carolina,401-500,"University of South Carolina, Columbia",verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United States,university-of-south-carolina-columbia-1
252,University of Southern California,68,University of Southern California,verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United States,university-of-southern-california
253,University of Texas at Austin,47,The University of Texas at Austin,verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United States,the-university-of-texas-at-austin
254,University of Washington,16,University of Washington,verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United States,university-of-washington
255,University of Wisconsin - La Crosse,,,verified_absent_from_official_top_1000,not_top_1000,https://www.shanghairanking.com/rankings/arwu/2026,2026,,
256,University of Wisconsin - Madison,35,"University of Wisconsin, Madison",verified_existing_match,matched,https://www.shanghairanking.com/rankings/arwu/2026,2026,United States,university-of-wisconsin-madison
257,Universidad Católica del Uruguay,,,verified_absent_from_official_top_1000,not_top_1000,https://www.shanghairanking.com/rankings/arwu/2026,2026,,
258,Universidad de Montevideo,,,verified_absent_from_official_top_1000,not_top_1000,https://www.shanghairanking.com/rankings/arwu/2026,2026,,
