university_id,year,places,status,status_label,excel_color,available,no_places,no_data
238,2024-2025,3,available,Places available,,true,false,false
238,2023-2024,3,available,Places available,,true,false,false
238,2022-2023,2,competitive,All places filled — competitive,#FDDB71,false,false,false
239,2026-2027,5,available,Places available,,true,false,false
239,2025-2026,5,available,Places available,,true,false,false
239,2024-2025,3,available,Places available,,true,false,false
239,2023-2024,4,available,Places available,,true,false,false
239,2022-2023,3,competitive,All places filled — competitive,#FDDB71,false,false,false
240,2026-2027,2,available,Places available,,true,false,false
240,2025-2026,3,available,Places available,,true,false,false
240,2024-2025,3,available,Places available,,true,false,false
240,2023-2024,3,available,Places available,,true,false,false
240,2022-2023,2,available,Places available,,true,false,false
241,2026-2027,6,available,Places available,,true,false,false
241,2025-2026,10,available,Places available,,true,false,false
241,2024-2025,6,available,Places available,,true,false,false
241,2023-2024,6,available,Places available,,true,false,false
241,2022-2023,6,available,Places available,,true,false,false
242,2026-2027,4,filled,All places filled,#50D691,false,false,false
242,2025-2026,4,competitive,All places filled — competitive,#FDDB71,false,false,false
242,2024-2025,2,filled,All places filled,#50D691,false,false,false
242,2023-2024,4,filled,All places filled,#50D691,false,false,false
242,2022-2023,4,competitive,All places filled — competitive,#FDDB71,false,false,false
243,2026-2027,10,available,Places available,,true,false,false
243,2025-2026,8,filled,All places filled,#50D691,false,false,false
243,2024-2025,9,filled,All places filled,#50D691,false,false,false
243,2023-2024,9,filled,All places filled,#50D691,false,false,false
243,2022-2023,7,competitive,All places filled — competitive,#FDDB71,false,false,false
244,2026-2027,4,filled,All places filled,#50D691,false,false,false
244,2025-2026,4,competitive,All places filled — competitive,#FDDB71,false,false,false
244,2024-2025,3,filled,All places filled,#50D691,false,false,false
244,2023-2024,3,very_competitive,All places filled — very competitive,#8586C6,false,false,false
244,2022-2023,3,very_competitive,All places filled — very competitive,#8586C6,false,false,false
245,2026-2027,2,available,Places available,,true,false,false
245,2025-2026,2,filled,All places filled,#50D691,false,false,false
245,2024-2025,4,available,Places available,,true,false,false
245,2023-2024,4,available,Places available,,true,false,false
245,2022-2023,2,available,Places available,,true,false,false
246,2026-2027,8,competitive,All places filled — competitive,#FDDB71,false,false,false
246,2025-2026,5,competitive,All places filled — competitive,#FDDB71,false,false,false
246,2024-2025,6,filled,All places filled,#50D691,false,false,false
246,2023-2024,8,filled,All places filled,#50D691,false,false,false
246,2022-2023,7,competitive,All places filled — competitive,#FDDB71,false,false,false
247,2026-2027,4,available,Places available,,true,false,false
247,2025-2026,3,available,Places available,,true,false,false
247,2024-2025,4,available,Places available,,true,false,false
247,2023-2024,4,available,Places available,,true,false,false
247,2022-2023,3,available,Places available,,true,false,false
248,2026-2027,8,available,Places available,,true,false,false
248,2025-2026,8,filled,All places filled,#50D691,false,false,false
248,2024-2025,10,available,Places available,,true,false,false
248,2023-2024,8,available,Places available,,true,false,false
248,2022-2023,8,filled,All places filled,#50D691,false,false,false
249,2026-2027,11,very_competitive,All places filled — very competitive,#8586C6,false,false,false
249,2025-2026,8,very_competitive,All places filled — very competitive,#8586C6,false,false,false
249,2024-2025,8,filled,All places filled,#50D691,false,false,false
249,2023-2024,4,very_competitive,All places filled — very competitive,#8586C6,false,false,false
249,2022-2023,4,very_competitive,All places filled — very competitive,#8586C6,false,false,false
250,2026-2027,10,available,Places available,,true,false,false
250,2025-2026,10,available,Places available,,true,false,false
250,2024-2025,12,available,Places available,,true,false,false
250,2023-2024,12,available,Places available,,true,false,false
250,2022-2023,10,filled,All places filled,#50D691,false,false,false
251,2026-2027,4,available,Places available,,true,false,false
251,2025-2026,4,filled,All places filled,#50D691,false,false,false
251,2024-2025,4,available,Places available,,true,false,false
251,2023-2024,5,filled,All places filled,#50D691,false,false,false
251,2022-2023,4,filled,All places filled,#50D691,false,false,false
252,2026-2027,11,competitive,All places filled — competitive,#FDDB71,false,false,false
252,2025-2026,10,competitive,All places filled — competitive,#FDDB71,false,false,false
252,2024-2025,10,competitive,All places filled — competitive,#FDDB71,false,false,false
252,2023-2024,10,very_competitive,All places filled — very competitive,#8586C6,false,false,false
252,2022-2023,10,very_competitive,All places filled — very competitive,#8586C6,false,false,false
253,2026-2027,6,competitive,All places filled — competitive,#FDDB71,false,false,false
253,2025-2026,8,very_competitive,All places filled — very competitive,#8586C6,false,false,false
253,2024-2025,8,very_competitive,All places filled — very competitive,#8586C6,false,false,false
253,2023-2024,8,competitive,All places filled — competitive,#FDDB71,false,false,false
253,2022-2023,7,very_competitive,All places filled — very competitive,#8586C6,false,false,false
254,2026-2027,1,filled,All places filled,#50D691,false,false,false
254,2025-2026,2,available,Places available,,true,false,false
254,2024-2025,,no_places,No places offered,,false,true,false
254,2023-2024,,no_places,No places offered,,false,true,false
254,2022-2023,,no_places,No places offered,,false,true,false
255,2026-2027,,no_places,No places offered,,false,true,false
255,2025-2026,,no_places,No places offered,,false,true,false
255,2024-2025,2,available,Places available,,true,false,false
255,2023-2024,1,available,Places available,,true,false,false
255,2022-2023,4,available,Places available,,true,false,false
256,2026-2027,6,available,Places available,,true,false,false
256,2025-2026,8,available,Places available,,true,false,false
256,2024-2025,8,available,Places available,,true,false,false
256,2023-2024,7,available,Places available,,true,false,false
256,2022-2023,7,filled,All places filled,#50D691,false,false,false
257,2026-2027,2,available,Places available,,true,false,false
257,2025-2026,2,filled,All places filled,#50D691,false,false,false
257,2024-2025,2,available,Places available,,true,false,false
257,2023-2024,2,available,Places available,,true,false,false
257,2022-2023,,no_places,No places offered,,false,true,false
258,2026-2027,,no_places,No places offered,,false,true,false
258,2025-2026,2,available,Places available,,true,false,false
258,2024-2025,,no_places,No places offered,,false,true,false
258,2023-2024,2,available,Places available,,true,false,false
258,2022-2023,,no_places,No places offered,,false,true,false
